13075044 16570 1.014388
13075045 16570 1.014410
13076005 16570 1.014301
13076006 16570 1.014129
13076007 16570 1.014219
13076011 16570 1.014109
13076015 16570 1.014052
13076017 16570 1.013950
13076018 16570 1.013926
13076019 16570 1.013857
13076020 16570 1.013789
13076022 16570 1.013766
13077066 16582 0.974770
13077067 16582 0.974922
13077068 16582 0.975088
13077069 16582 0.975181
13077070 16582 0.975242
13077073 16582 0.975358
13077075 16582 0.975445
13077076 16582 0.975360
13077078 16582 0.975463
13078003 16582 0.975495
13078004 16582 0.975459
13078006 16582 0.975492
13078007 16582 0.975407
13078010 16582 0.975262
13078014 16582 0.975461
13078028 16586 1.023333
13078035 16586 1.023488
13078036 16586 1.023423
13078037 16586 1.023402
13078039 16586 1.023339
13078040 16586 1.023384
13078041 16586 1.023536
13078042 16586 1.023480
13078045 16586 1.023440
13078047 16586 1.023436
13078048 16586 1.023541
13078050 16586 1.023416
13078051 16586 1.023405
13078052 16586 1.023450
13078054 16586 1.023512
13078055 16586 1.023376
13078057 16586 1.023448
13078058 16586 1.023482
13078060 16586 1.023474
13079020 16587 0.993531
13079021 16587 0.993838
13079022 16587 0.994125
13079023 16587 0.994546
13079029 16587 0.995891
13079031 16587 0.996009
13079032 16587 0.996142
13079034 16587 0.996390
13079035 16587 0.996475
13079036 16587 0.996494
13079037 16587 0.996662
13079038 16587 0.996812
13079044 16587 0.997945
13079074 16592 0.955409
13079075 16592 0.955366
13079076 16592 0.955472
13079077 16592 0.955444
13079079 16592 0.955723
13080003 16592 0.955967
13080010 16593 1.041450
13080080 16594 0.955464
13080083 16594 0.955198
13080084 16594 0.955137
13080086 16594 0.954907
13081020 16602 1.064784
13082001 16602 1.064597
13082002 16602 1.064424
13082003 16602 1.064422
13082004 16602 1.064220
13082005 16602 1.064004
13082006 16602 1.063999
13082007 16602 1.063959
13082008 16602 1.063901
13082009 16602 1.063747
13082010 16602 1.063613
13082011 16602 1.063455
13082014 16602 1.063473
13083067 16619 0.957972
13083068 16619 0.958504
13083073 16619 0.958760
13083081 16619 0.958802
13083082 16619 0.958783
13083084 16619 0.958834
13084001 16619 0.958787
13084004 16619 0.958687
13084007 16619 0.958450
13084008 16619 0.958438
13084027 16620 0.954921
13084028 16620 0.954803
13084032 16620 0.954671
13084034 16620 0.954850
13084035 16620 0.954720
13084036 16620 0.954772
13084037 16620 0.954706
13084038 16620 0.954705
13084039 16620 0.954594
13084040 16620 0.954496
13084041 16620 0.954431
13084051 16622 0.957251
13085003 16622 0.957308
13085004 16622 0.957213
13085005 16622 0.957226
13085006 16622 0.957178
13085007 16622 0.957250
13085008 16622 0.957333
13085009 16622 0.957354
13085010 16622 0.957444
13085011 16622 0.957434
